id,prediction
1827815561,1
1827815600,1
1827815615,0
1827815680,1
1827815681,1
1827815729,1
1827815719,1
1827815781,1
1827815833,1
1827815865,0
1827815873,1
1827815896,1
1827815939,1
1827816007,1
1827816057,1
1827816109,1
1827816173,1
1827816187,1
1827816211,1
1827816281,1
1827816287,0
1827816301,1
1827816319,1
1827816321,1
1827816327,1
1827816381,1
1827816111,1
1827816111,1
1827816168,1
1827816186,1
1827816501,1
1827816552,1
1827816587,1
1827816599,1
1827816636,1
1827816659,1
1827816663,1
1827816701,1
1827816705,1
1827816818,1
1827816883,1
1827816910,1
1827816952,1
1827816992,1
1827817033,1
1827817052,1
1827817118,1
1827817119,1
1827817183,1
1827817187,1
1827817223,1
1827817262,1
1827817280,1
1827817337,1
1827817360,1
1827817386,1
1827817396,1
1827817112,1
1827817123,1
1827817132,1
1827817131,1
1827817168,1
1827817171,1
1827817559,1
1827817568,1
1827817600,1
1827817605,1
1827817682,1
1827817729,1
1827817755,1
1827817756,1
1827817797,1
1827852573,1
1827852597,1
1827852609,1
1827852612,1
1827852616,1
1827852659,1
1827852661,1
1827852678,0
1827852681,0
1827852692,1
1827852731,1
1827852731,1
1827852735,1
1827852751,1
1827852810,1
1827852911,1
1827852952,1
1827852995,1
1827853027,1
1827853076,1
1827853110,1
1827853216,1
1827853215,1
1827853297,1
1827853311,0
1827853386,1
1827853505,1
1827853517,1
1827853669,1
1827853739,1
1827853750,1
1827853780,1
1827853820,1
1827853855,1
1827853886,1
1827853892,1
1827853938,1
1827853911,1
1827853958,1
1827853997,1
1827851055,1
1827851107,0
1827851165,0
1827851292,1
1827851121,1
1827851133,1
1827851155,1
1827851159,1
1827851193,1
1827851621,1
1827851680,1
1827851702,1
1827851706,1
1827851735,1
1827851738,1
1827851861,1
1827851891,1
1827851911,1
1827851921,1
1827851929,1
1827851999,0
1827855030,1
1827855036,1
1827855057,1
1827855101,1
1827855122,1
1827855211,1
1827855251,1
1827855281,1
1827855283,1
1827855308,1
1827855313,1
1827855358,1
1827855371,1
1827855101,0
1827855113,1
1827855111,1
1827855115,1
1827855117,1
1827855172,1
1827855177,1
1827855190,1
1827855500,1
1827855510,1
1827855590,1
1827855631,1
1827855636,1
1827855720,1
1827855736,1
1827855758,1
1827855853,1
1827855925,1
1827856026,1
1827856061,1
1827856185,1
1827856271,1
1827856288,1
1827856298,1
1827860383,1
1827860127,1
1827860135,1
1827860166,1
1827860533,1
1827860560,1
1827860601,1
1827860626,1
1827860651,1
1827860677,1
1827860702,1
1827860777,1
1827860781,0
1827860865,1
1827860952,0
1827861012,1
1827861025,0
1827861058,1
1827861062,1
1827861079,1
1827861121,1
1827861172,1
1827861230,1
1827861231,1
1827861317,1
1827861318,1
1827861103,1
1827861186,1
1827861510,1
1827861512,1
1827861602,1
1827861612,1
1827861651,1
1827861706,1
1827861719,1
1827861787,1
1827861797,1
1827861823,1
1827861882,1
1827861950,1
1827861985,1
1827861997,1
1827862111,1
1827862215,1
1827862219,1
1827862237,1
1827862213,1
1827862268,1
1827862310,1
1827862391,0
1827862121,1
1827862162,1
1827862636,1
1827862658,1
1827862687,1
1827862709,1
1827862717,1
1827862726,1
1827862759,1
1827862763,1
1827862766,1
1827862869,0
1827862907,1
1827862911,1
1827863021,1
1827863090,1
1827863107,1
1827863115,1
1827863131,1
1827863206,1
1827863221,1
1827863211,1
1827863282,1
1827863281,1
1827863295,1
1827863296,1
1827863307,1
1827863309,1
1827863321,0
1827863359,1
1827863512,1
1827863681,1
1827863699,1
1827863701,1
1827863777,1
1827863813,1
1827863867,1
1827863938,1
1827863991,1
1827861018,1
1827861110,1
1827861169,1
1827861263,1
1827861291,1
1827861326,1
1827861327,0
1827861338,1
1827861367,1
1827861128,1
1827869281,1
1827869312,1
1827869313,1
1827869370,1
1827869113,1
1827869139,0
1827869571,1
1827869677,1
1827869696,1
1827869713,1
1827869756,1
1827869827,1
1827869851,1
1827869882,1
1827869908,1
1827869912,1
1827869918,1
1827870015,1
1827870031,1
1827870018,1
1827870083,1
1827870116,1
1827870273,1
1827870285,1
1827870315,1
1827870199,1
1827870505,1
1827870531,1
1827870535,1
1827870573,1
1827870595,1
1827870621,1
1827870610,1
1827870672,1
1827870675,1
1827870693,1
1827870711,0
1827870761,1
1827870822,1
1827870900,1
1827870910,1
1827870991,1
1827871029,0
1827871032,1
1827871010,1
1827871057,1
1827871081,1
1827871101,1
1827871111,1
1827871163,1
1827871211,0
1827871218,1
1827871270,1
1827871372,1
1827871390,1
1827871112,1
1827871168,1
1827871533,1
1827871511,1
1827871519,1
1827871619,0
1827871610,1
1827871691,1
1827871818,1
1827871839,1
1827871861,1
1827871885,1
1827871903,0
1827871901,1
1827871910,1
1827871927,1
1827871995,1
1827872011,1
1827872081,1
1827872081,1
1827872106,1
1827872109,1
1827872122,1
1827872180,1
1827872183,1
1827872187,1
1827872189,1
1827872270,1
1827872338,1
1827872310,1
1827872319,1
1827872369,1
1827872398,1
1827872161,1
1827872198,1
1827872518,1
1827872582,1
1827872625,1
1827872669,1
1827872692,1
1827877153,1
1827877199,0
1827877208,1
1827877235,1
1827877216,1
1827877250,1
1827877321,1
1827877359,1
1827877376,1
1827877383,1
1827877116,1
1827877172,1
1827877195,1
1827877597,1
1827877598,1
1827877675,1
1827877677,1
1827877682,1
1827877702,1
1827877703,1
1827877721,1
1827877837,1
1827877815,1
1827877870,1
1827877929,1
1827878031,1
1827878071,1
1827878125,1
1827878132,1
1827878160,1
1827878291,0
1827878303,1
1827878331,1
1827878319,1
1827878111,1
1827878511,1
1827878515,1
1827878552,1
1827878617,1
1827878683,0
1827878691,0
1827878691,0
1827878761,1
1827878788,1
1827878822,1
1827878850,1
1827878872,1
1827878909,1
1827878969,1
1827879026,1
1827879175,0
1827879227,1
1827879228,1
1827879292,1
1827879330,1
1827879137,1
1827879592,1
1827879652,1
1827879671,1
1827879680,1
1827879758,1
1827879781,1
1827879791,1
1827879809,1
1827879891,1
1827879891,1
1827879925,1
1827879972,1
1827880027,1
1827880052,1
1827880161,1
1827880176,1
1827880196,1
1827880199,1
1827880205,1
1827880221,1
1827880222,1
1827880108,1
1827880161,1
1827880535,1
1827880512,1
1827880515,1
1827880518,1
1827880550,0
1827880562,1
1827880571,1
1827880576,1
1827880578,1
1827880606,1
1827880635,1
1827880685,1
1827880691,1
1827880711,1
1827880768,1
1827885596,1
1827885610,1
1827885715,1
1827885802,1
1827885860,1
1827885892,1
1827885988,1
1827886092,1
1827886107,1
1827886110,1
1827886151,1
1827886201,1
1827886213,1
1827886317,1
1827886318,1
1827886176,0
1827886181,1
1827886672,1
1827886671,1
1827886732,0
1827886752,0
1827886861,1
1827886981,1
1827887005,1
1827887028,1
1827887012,1
1827887057,0
1827887078,1
1827887096,1
1827887113,0
1827887159,1
1827887189,1
1827887216,1
1827887261,1
1827887293,1
1827887300,1
1827887315,0
1827887319,1
1827887130,1
1827887517,1
1827887618,1
1827887705,0
1827887719,0
1827887762,1
1827887771,1
1827887782,1
1827887809,1
1827887832,1
1827887811,1
1827887880,1
1827887909,1
1827887921,1
1827887972,1
1827887991,1
1827888033,1
1827888061,1
1827888081,1
1827888096,1
1827888172,1
1827888236,1
1827888269,1
1827888295,1
1827888308,0
1827888396,1
1827888500,1
1827888507,1
1827888518,0
1827888530,1
1827888631,1
1827888667,1
1827888706,1
1827888717,1
1827888808,1
1827888855,1
1827888938,0
1827888991,1
1827888999,1
1827889001,1
1827889012,1
1827889013,1
1827889051,0
1827889102,1
1827889126,1
1827889132,1
1827889162,1
1827889171,1
1827889175,1
1827889207,1
1827889269,1
1827889281,1
1827889307,1
1827889309,1
1827889316,1
1827893158,1
1827893187,1
1827893511,1
1827893512,0
1827893560,1
1827893581,1
1827893617,1
1827893618,1
1827893660,1
1827893723,1
1827893711,1
1827893777,1
1827893807,1
1827893822,1
1827893811,1
1827893878,1
1827893957,1
1827891103,1
1827891118,1
1827891133,1
1827891171,0
1827891187,1
1827891188,1
1827891202,1
1827891236,1
1827891213,1
1827891272,1
1827891113,1
1827891156,1
1827891187,1
1827891501,1
1827891505,1
1827891511,1
1827891609,1
1827891660,1
1827891673,1
1827891679,1
1827891766,1
1827891805,0
1827891837,1
1827891860,1
1827891901,1
1827895013,1
1827895077,1
1827895131,1
1827895131,1
1827895139,1
1827895110,1
1827895113,1
1827895179,1
1827895181,1
1827895210,1
1827895273,1
1827895300,1
1827895313,1
1827895398,0
1827895111,1
1827895573,1
1827895671,0
1827895686,1
1827895709,0
1827895716,1
1827895788,0
1827895925,1
1827895971,1
1827895975,1
1827895991,1
1827896050,1
1827896108,1
1827896157,1
1827896260,1
1827896265,1
1827896313,1
1827896323,1
1827896327,1
1827896337,0
1827896318,1
1827896100,1
1827896129,1
1827896515,1
1827896538,0
1827896586,0
1827896611,0
1827896627,1
1827896670,1
1827896831,1
1827896869,1
1827896979,1
1827896995,1
1827897120,1
1827897180,1
1827897288,1
1827897289,1
1827897323,1
1827897326,1
1827897100,1
1827897119,1
1827902151,1
1827902206,1
1827902263,0
1827902277,1
1827902282,1
1827902309,1
1827902315,0
1827902161,1
1827902556,1
1827902569,1
1827902626,1
1827902610,1
1827902691,1
1827902699,1
1827902766,1
1827902778,1
1827902783,1
1827902817,1
1827902852,1
1827902861,1
1827902861,1
1827902882,1
1827902973,1
1827903030,1
1827903031,1
1827903150,1
1827903158,1
1827903212,1
1827903257,1
1827903281,1
1827903111,1
1827903515,1
1827903555,1
1827903571,1
1827903576,1
1827903591,1
1827903752,1
1827903776,1
1827903805,1
1827903806,1
1827903861,1
1827903922,1
1827903932,1
1827903913,1
1827903962,1
1827903981,1
1827901089,1
1827901115,0
1827901161,1
1827901185,1
1827901300,1
1827901310,1
1827901311,1
1827901125,1
1827901111,1
1827901165,1
1827901167,1
1827901591,1
1827901686,1
1827901699,1
1827901738,1
1827901750,1
1827901757,1
1827901795,1
1827901836,1
1827901903,1
1827901908,1
1827901927,1
1827905006,1
1827905027,1
1827905038,1
1827905061,1
1827905111,1
1827905210,1
1827905250,1
1827905283,1
1827905338,1
1827905127,1
1827905131,1
1827905117,1
1827905162,0
1827905163,1
1827905182,1
1827905671,1
1827905678,1
1827905681,0
1827905707,1
1827905768,1
1827905771,1
1827905795,1
1827905861,1
1827905883,1
1827905899,0
1827905912,1
1827905970,1
1827906015,1
1827906029,1
1827910786,1
1827910839,1
1827910897,0
1827910901,1
1827910918,1
1827910932,1
1827910955,1
1827911061,1
1827911075,1
1827911079,1
1827911181,1
1827911191,1
1827911217,1
1827911252,1
1827911268,0
1827911311,1
1827911316,1
1827911108,1
1827911122,1
1827911111,1
1827911116,1
1827911526,1
1827911527,1
1827911530,1
1827911578,1
1827911618,1
1827911618,1
1827911668,1
1827911676,1
1827911700,1
1827911737,1
1827911761,1
1827911786,1
1827911811,1
1827911858,1
1827911865,1
1827911881,1
1827911936,1
1827911961,1
1827911962,1
1827911983,1
1827912008,1
1827912037,1
1827912057,1
1827912058,1
1827912093,1
1827912163,0
1827912209,1
1827912331,1
1827912357,1
1827912391,1
1827912588,1
1827912617,0
1827912611,0
1827912700,1
1827912722,1
1827912750,1
1827912773,1
1827912778,1
1827912797,0
1827912908,1
1827912916,1
1827913101,1
1827913105,1
1827913125,1
1827913160,1
1827913187,0
1827913222,1
1827913256,0
1827913260,1
1827913318,1
1827913332,1
1827913539,1
1827913512,1
1827913612,1
1827913681,1
1827913691,0
1827913711,1
1827913726,1
1827913818,1
1827913830,1
1827913871,1
1827913880,1
1827913897,1
1827913905,1
1827913921,1
1827913937,1
1827913981,1
1827911009,1
1827911013,1
1827911018,1
1827911030,1
1827911066,1
1827911220,1
1827911233,1
1827919291,1
1827919331,1
1827919361,1
1827919110,1
1827919179,0
1827919191,1
1827919503,1
1827919581,1
1827919629,1
1827919689,1
1827919717,1
1827919779,1
1827919797,1
1827919818,1
1827919915,0
1827919963,1
1827919966,1
1827919970,1
1827919978,1
1827919996,1
1827920037,1
1827920093,1
1827920091,1
1827920118,1
1827920179,1
1827920221,1
1827920225,0
1827920328,1
1827920381,0
1827920122,1
1827920155,1
1827920163,1
1827920520,1
1827920568,1
1827920585,1
1827920586,1
1827920611,1
1827920611,1
1827920707,0
1827920719,1
1827920711,1
1827920881,1
1827920950,1
1827920951,1
1827920976,0
1827921016,1
1827921018,1
1827921066,1
1827921068,1
1827921089,1
1827921109,1
1827921127,1
1827921137,1
1827921110,0
1827921116,1
1827921117,1
1827921159,1
1827921236,1
1827921350,0
1827921362,1
1827921372,1
1827921191,1
1827921195,1
1827921501,1
1827921502,1
1827921517,1
1827921516,1
1827921561,1
1827921590,1
1827921609,1
1827921717,1
1827921752,1
1827921762,1
1827921898,1
1827921910,1
1827921912,1
1827921988,1
1827922015,1
1827922026,1
1827922031,0
1827922011,1
1827922013,1
1827922079,1
1827922081,1
1827922082,0
1827922101,1
1827922156,1
1827922162,1
1827922181,0
1827922193,1
1827922216,1
1827922251,1
1827922292,1
1827922395,1
1827922107,1
1827922192,1
1827927588,1
1827927678,0
1827927711,1
1827927735,1
1827927716,1
1827927792,1
1827927812,1
1827927873,1
1827927877,1
1827927891,1
1827927897,1
1827927916,1
1827927931,1
1827928061,1
1827928155,1
1827928212,1
1827928218,1
1827928280,1
1827928310,1
1827928311,1
1827928316,1
1827928317,1
1827928360,0
1827928133,0
1827928192,1
1827928553,0
1827928558,1
1827928623,1
1827928639,1
1827928610,1
1827928615,1
1827928660,1
1827928675,1
1827928735,1
1827928813,1
1827928817,0
1827928818,1
1827928862,1
1827928897,1
1827929017,1
1827929116,1
1827929121,0
1827929165,1
1827929189,1
1827929205,1
1827929321,1
1827929371,1
1827929379,1
1827929123,1
1827929135,1
1827929171,1
1827929505,1
1827929529,1
1827929566,1
1827929633,1
1827929697,1
1827929710,1
1827929721,1
1827929789,1
1827929802,1
1827929825,1
1827929829,1
1827929839,1
1827929857,1
1827929901,1
1827929908,1
1827929916,1
1827929967,1
1827929986,1
1827929997,1
1827930006,1
1827930150,1
1827930231,1
1827930210,1
1827930285,1
1827930328,1
1827930311,1
1827930398,0
1827930132,1
1827930110,1
1827930153,1
1827930177,1
1827930613,1
1827930628,1
1827930661,1
1827930673,1
1827930693,1
1827930691,1
1827930726,0
1827930729,1
1827930830,1
1827930902,1
1827930921,1
1827931010,1
1827935090,1
1827935201,1
1827935206,1
1827935270,1
1827935311,1
1827935321,1
1827935110,1
1827935517,1
1827935593,1
1827935717,0
1827935783,1
1827935837,1
1827935970,1
1827936019,0
1827936051,1
1827936075,1
1827936117,1
1827936236,1
1827936312,1
1827936355,1
1827936133,1
1827936169,1
1827936513,1
1827936566,1
1827936570,1
1827936591,1
1827936605,1
1827936628,1
1827936631,1
1827936637,1
1827936719,1
1827936712,1
1827936757,0
1827936801,1
1827936807,1
1827936811,1
1827936907,1
1827936919,1
1827936951,1
1827936961,1
1827937012,1
1827937015,1
1827937029,1
1827937033,1
1827937112,1
1827937137,1
1827937218,1
1827937251,1
1827937259,1
1827937390,1
1827937101,1
1827937102,1
1827937107,1
1827937153,1
1827937161,1
1827937170,1
1827937191,1
1827937581,1
1827937592,1
1827937675,1
1827937725,1
1827937861,1
1827937865,1
1827937911,1
1827938006,1
1827938011,1
1827938111,0
1827938133,0
1827938139,1
1827938110,1
1827938165,1
1827938179,1
1827938282,1
1827938315,1
1827938321,1
1827938365,1
1827938366,1
1827938113,1
1827938503,1
1827938628,1
1827938661,1
1827938728,1
1827938750,1
1827938758,1
1827938775,1
1827938781,1
1827938785,1
1827938818,1
1827938811,1
1827939061,1
1827939067,1
1827939118,1
1827939119,0
1827939163,1
1827939186,1
1827939195,1
1827939201,1
1827913312,1
1827913363,1
1827913121,1
1827913126,1
1827913135,1
1827913516,1
1827913519,1
1827913586,1
1827913627,1
1827913617,1
1827913717,1
1827913715,1
1827913799,1
1827913801,1
1827913818,1
1827911078,1
1827911095,1
1827911133,0
1827911136,1
1827911115,1
1827911162,1
1827911185,1
1827911218,1
1827911278,1
1827911311,1
1827911366,1
1827911176,1
1827911182,1
1827911187,1
1827911579,1
1827911605,1
1827911662,1
1827911807,0
1827911822,1
1827911823,1
1827911829,0
1827911875,1
1827911915,1
1827911982,1
1827915032,1
1827915016,1
1827915107,1
1827915119,1
1827915155,1
1827915126,1
1827915131,1
1827915117,1
1827915153,1
1827915199,1
1827915583,1
1827915617,1
1827915666,1
1827915699,1
1827915711,1
1827915761,1
1827915782,1
1827915796,1
1827915806,0
1827915815,1
1827915829,1
1827915811,1
1827915852,1
1827915965,1
1827916007,0
1827916157,1
1827916202,1
1827916259,1
1827916296,1
1827916372,1
1827916376,0
1827916501,1
1827916517,1
1827916535,1
1827916569,1
1827916617,1
1827916612,1
1827916716,1
1827916822,1
1827916850,1
1827916863,1
1827916886,1
1827916898,1
1827917033,1
1827917061,1
1827917151,1
1827917220,1
1827917232,0
1827917237,1
1827917255,1
1827917327,1
1827917335,1
1827917315,0
1827917150,1
1827917172,1
1827917539,1
1827951961,1
1827951985,1
1827952016,1
1827952031,1
1827952051,1
1827952101,0
1827952160,1
1827952178,1
1827952237,1
1827952277,1
1827952311,0
1827952323,1
1827952316,1
1827952391,0
1827952121,1
1827952151,0
1827952580,1
1827952617,1
1827952652,1
1827952698,0
1827952865,1
1827952968,0
1827952993,1
1827953011,1
1827953019,1
1827953021,1
1827953058,0
1827953119,1
1827953266,1
1827953312,1
1827953315,0
1827953318,1
1827953351,1
1827953366,0
1827953391,1
1827953138,1
1827953513,1
1827953573,1
1827953680,0
1827953689,1
1827953710,1
1827953735,1
1827953752,1
1827953821,1
1827953872,1
1827953909,1
1827953933,1
1827953972,1
1827953981,1
1827953996,1
1827951009,1
1827951061,1
1827951099,1
1827951118,1
1827951216,1
1827951272,0
1827951357,1
1827951376,0
1827951388,1
1827951122,1
1827951115,1
1827951162,1
1827951195,1
1827951510,1
1827951517,1
1827951590,1
1827951621,1
1827951627,1
1827951611,1
1827951688,1
1827951701,1
1827951771,1
1827951773,1
1827951776,1
1827951815,1
1827951818,1
1827951825,1
1827951816,1
1827951916,1
1827951918,1
1827951992,0
1827955003,1
1827955018,0
1827955032,1
1827955170,1
1827955257,1
1827955360,1
1827955398,1
1827955156,1
1827955168,1
1827955501,1
1827955516,1
1827955550,1
1827955581,1
1827955616,1
1827955676,0
1827955688,1
1827955701,1
1827955713,1
1827961202,1
1827961218,0
1827961231,1
1827961313,1
1827961317,1
1827961317,1
1827961129,1
1827961136,1
1827961155,1
1827961159,1
1827961167,1
1827961521,1
1827961521,1
1827961560,1
1827961579,1
1827961617,1
1827961617,1
1827961619,1
1827961658,0
1827961673,1
1827961705,0
1827961727,1
1827961718,1
1827961796,1
1827961798,0
1827961850,1
1827961913,1
1827961915,1
1827961912,1
1827961951,1
1827961971,1
1827961980,1
1827961991,1
1827961995,1
1827962005,1
1827962027,1
1827962072,1
1827962071,1
1827962151,1
1827962170,1
1827962189,1
1827962215,0
1827962290,1
1827962321,1
1827962353,1
1827962357,1
1827962111,1
1827962118,1
1827962176,1
1827962190,1
1827962501,1
1827962551,1
1827962567,1
1827962571,1
1827962599,0
1827962627,0
1827962669,1
1827962703,1
1827962727,1
1827962750,1
1827962850,1
1827962853,0
1827962863,1
1827962879,1
1827962896,0
1827962916,1
1827962923,1
1827962912,1
1827962973,1
1827962981,0
1827963061,1
1827963083,1
1827963118,1
1827963176,1
1827963225,1
1827963358,1
1827963129,0
1827963155,1
1827963180,1
1827963193,1
1827963529,1
1827963510,1
1827963519,1
1827963573,0
1827963625,1
1827963717,1
1827963751,1
1827963761,1
1827963776,0
1827963798,1
1827963802,1
1827963822,1
1827963866,1
1827963893,1
1827968519,1
1827968565,1
1827968620,1
1827968627,1
1827968633,1
1827968653,1
1827968679,1
1827968681,0
1827968789,1
1827968800,1
1827968825,1
1827968829,1
1827968859,1
1827968861,1
1827968927,0
1827968939,1
1827968915,1
1827968988,1
1827968993,1
1827969009,1
1827969060,1
1827969123,1
1827969131,1
1827969170,1
1827969195,1
1827969210,1
1827969238,1
1827969332,1
1827969152,1
1827969183,1
1827969512,1
1827969591,1
1827969599,1
1827969623,1
1827969638,1
1827969619,0
1827969706,1
1827969723,1
1827969751,1
1827969795,1
1827969811,0
1827969838,1
1827969891,1
1827969902,1
1827969925,1
1827969919,1
1827969960,1
1827969981,0
1827970012,1
1827970013,1
1827970113,1
1827970126,0
1827970117,1
1827970118,1
1827970201,1
1827970226,1
1827970235,1
1827970308,1
1827970331,1
1827970350,1
1827970109,1
1827970123,1
1827970111,1
1827970150,1
1827970152,1
1827970601,1
1827970637,1
1827970616,1
1827970728,1
1827970732,1
1827970785,1
1827970806,1
1827970832,1
1827970929,1
1827971033,1
1827971063,1
1827971085,1
1827971099,1
1827971112,1
1827971159,1
1827971181,1
1827971221,1
1827971317,1
1827971389,1
1827971111,1
1827971199,1
1827971501,1
1827971509,1
1827971576,1
1827971581,0
1827971611,1
1827971653,0
1827971667,1
1827971720,1
1827971739,1
1827971719,1
1827971768,1
1827977091,1
1827977111,1
1827977151,1
1827977227,1
1827977219,1
1827977251,1
1827977253,0
1827977289,0
1827977291,1
1827977321,1
1827977311,1
1827977125,1
1827977187,1
1827977576,1
1827977599,1
1827977612,1
1827977611,1
1827977728,1
1827977732,1
1827977751,1
1827977768,1
1827977811,1
1827977821,1
1827977879,1
1827977928,1
1827977938,1
1827977955,1
1827977967,1
1827977977,1
1827977989,1
1827978011,1
1827978095,1
1827978109,1
1827978116,1
1827978178,1
1827978292,1
1827978360,1
1827978385,1
1827978110,1
1827978115,0
1827978119,1
1827978507,1
1827978535,1
1827978511,1
1827978512,1
1827978601,1
1827978617,0
1827978611,1
1827978710,1
1827978952,1
1827978976,1
1827979006,1
1827979081,1
1827979098,1
1827979158,1
1827979186,1
1827979196,1
1827979270,1
1827979353,1
1827979123,1
1827979129,1
1827979157,1
1827979513,1
1827979552,1
1827979568,1
1827979762,1
1827979786,1
1827979802,1
1827979830,1
1827979856,1
1827979862,1
1827979868,1
1827979922,0
1827979936,1
1827979919,1
1827979971,1
1827980120,1
1827980129,1
1827980150,1
1827980160,1
1827980171,0
1827980173,1
1827980186,0
1827980192,1
1827980288,1
1827980316,0
1827980327,1
1827980315,1
1827980111,1
1827980155,0
1827980161,1
1827980562,1
1827980618,1
1827980832,1
1827980831,1
1827980865,1
1827980930,1
1827985612,1
1827985655,1
1827985671,1
1827985682,1
1827985729,1
1827985736,1
1827985771,1
1827985778,1
1827985796,1
1827985820,0
1827985856,1
1827985920,1
1827985921,0
1827985962,1
1827986079,1
1827986082,1
1827986099,1
1827986198,1
1827986220,1
1827986233,1
1827986213,1
1827986331,1
1827986133,1
1827986110,1
1827986503,1
1827986536,1
1827986591,1
1827986706,1
1827986715,1
1827986730,1
1827986772,1
1827986837,1
1827986857,1
1827986931,1
1827986985,1
1827987036,1
1827987063,0
1827987166,1
1827987178,1
1827987182,1
1827987222,0
1827987279,1
1827987291,1
1827987298,0
1827987383,1
1827987111,0
1827987177,1
1827987193,1
1827987535,0
1827987575,1
1827987609,1
1827987656,1
1827987708,1
1827987717,1
1827987720,1
1827987732,1
1827987782,1
1827987816,1
1827987871,1
1827987916,1
1827988131,1
1827988161,1
1827988301,1
1827988310,1
1827988311,1
1827988368,1
1827988369,1
1827988101,0
1827988101,1
1827988112,1
1827988115,1
1827988151,0
1827988518,1
1827988562,1
1827988595,1
1827988619,1
1827988681,1
1827988761,1
1827988765,1
1827988768,1
1827988833,1
1827988837,1
1827988901,1
1827988981,0
1827989051,1
1827989098,0
1827989151,1
1827989188,1
1827989237,1
1827989261,0
1827989265,1
1827989271,1
1827989308,1
1827989313,1
1827989315,1
1827989372,1
1827989112,1
1827991292,0
1827991311,1
1827991352,1
1827991387,1
1827991112,1
1827991511,1
1827991571,0
1827991576,1
1827991580,1
1827991591,1
1827991607,1
1827991628,1
1827991631,0
1827991616,1
1827991655,1
1827991681,1
1827991707,1
1827991739,1
1827991717,1
1827991792,1
1827991811,1
1827991862,1
1827991977,1
1827991983,1
1827995027,1
1827995036,0
1827995011,1
1827995013,1
1827995113,1
1827995115,1
1827995132,1
1827995161,1
1827995172,1
1827995191,1
1827995227,1
1827995232,1
1827995277,0
1827995312,0
1827995352,1
1827995378,1
1827995383,1
1827995388,1
1827995392,1
1827995399,1
1827995562,1
1827995625,1
1827995636,1
1827995661,1
1827995662,1
1827995718,1
1827995777,1
1827995796,1
1827995811,1
1827995991,1
1827996010,1
1827996028,1
1827996052,1
1827996051,1
1827996071,1
1827996081,1
1827996105,1
1827996151,1
1827996181,0
1827996211,1
1827996211,1
1827996219,1
1827996265,1
1827996272,1
1827996317,0
1827996598,1
1827996612,1
1827996613,0
1827996627,1
1827996690,1
1827996702,1
1827996706,1
1827996707,1
1827996815,1
1827996901,1
1827996933,1
1827996919,0
1827996986,1
1827997056,1
1827997077,1
1827997089,1
1827997123,1
1827997185,1
1827997192,1
1827997275,0
1827997278,1
1827997309,1
1827997352,1
1827997111,1
1827997516,1
1827997578,1
1827997610,0
1827997683,1
1827997802,1
1827997816,1
1827997828,1
1828002920,1
1828002928,1
1828002911,1
1828002919,1
1828002963,0
1828003018,1
1828003063,1
1828003067,1
1828003089,0
